Instruction,Input,Output
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : Digital Camera, Autofocus UHD 4K Vlogging Camera with 32GB Card, 48MP 16X Digital Zoom Digital Camera, Anti-Shake Portable YouTube Compact Point Shoot Camera for Teens Adult Beginner(Black) : Electronics"", ""description"": null, ""features"": ""【The 4K Ultra HD & 48MP Digital Camera, record your travel vlogs clearly. 】- This digital camera uses the latest CMOS image sensor system to easily capture 48MP HD and true color images and supports 4K Ultra HD video recording. This camera has a built-in microphone to help you record every wonderful Vlog in your life., 【Innovative Autofocus & 16X Digital zoom】- This compact digital camera has an innovative autofocus that allows you to press the shutter button halfway when taking a picture and again when the focus frame changes from yellow to green for the clearest and most vivid photos. You can also use the W/T button to adjust the 16X digital zoom to shoot landscapes from a distance, clearly capturing all the moments you want., 【Anti-Shake & Multiple functions】- When you use this digital camera to take pictures, Anti-Shake can make the picture stable and clear, Fill light can let you take high quality photos in low light conditions, and a variety of image styles, Self-timer, (2/5/10S), 3-continuous shooting, Face Detection and other features waiting for you to unlock.(Please use the original USB cable provided in our camera kit for charging and transfer.), 【Webcam function & Record while charging】- This portable mini digital camera has a 2.8-inch IPS screen and is very lightweight. With the pause function, you can press the ”OK” button to pause when recording or playing a video, and support installation on the tripod as a webcam to use. And the camera is equipped with 2 rechargeable batteries, and also supports recording while charging, so you don't need to worry about shooting interruption due to no power., 【A fully equipped camera set makes an ideal choice】- This pocket-sized digital camera is equipped with a high-quality 32GB card, and there is also a wristband and lanyard inside the camera to prevent the camera from falling when you are not shooting. We offer a complete after sales guarantee and 24H/7 after-sales service, so the camera is not only suitable for personal use, but also an ideal choice for children, teenagers, beginners and seniors."", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › Point & Shoot Digital Cameras"", ""whatsInTheBox"": ""1* 4K Digital Camera, 1* 32GB Micro TF Card, 2* Rechargeable Batteries, 1* USB Cable, 1*Adapter, 1* Lanyard, 1* Strap, 1*Camera Bag, 1* User's Manual""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : IHOXTX Security Cameras Wireless Outdoor: Cameras for Home Security WiFi Camera with Solar Panel Battery Powered Surveillance System Kit Motion Sensor Alarm Floodlight Night Vision IP66 Waterproof : Electronics"", ""description"": null, ""features"": ""【2K Resolution & Stay Away from Mosaic】Out surveillance & security cameras equipped with latest 2K resolution technology further enhances the camera's visual effect. Compared to a full screen mosaic, you are more likely to see clear videos from this camera, giving you a different user experience. Nice camera for home security., 【IP66 Waterproof & Wide Applicability】- The wireless cameras for home security outdoor have waterproof and dustproof housing to ensure they keep working through any weather. One APP can add multiple cameras to control. You can equip this solar camera outdoor wireless together anywhere in your home. Such as indoor/outdoor, yard, garage, shop, and other places., 【Camera that Emits an Alarm Sound】You can set the wireless camera outdoor to emit a harsh alarm sound to drive away intruders or unwanted small animals. The outdoor camera wireless can automatically emit a sound when triggering a motion alarm. You can also say what you want by manually pressing the microphone icon in the app. While letting the camera automatically sound an alarm, please be aware if it will affect your neighbors. Your home security system., 【More Intelligent Human Detection】This security camera outdoor PIR function can effectively provide you with important alarm information. Cameras can distinguish people, animals, or cars based on the image of moving objects. If you only need to detect people, you can turn on this function. If you need to view small animals or vehicles, you cannot turn on this function. Undoubtedly, it belongs to the category of excellent wireless cameras for home security., 【Easy Setup & SD/Cloud Storage】This cameras for home security outdoor with reliable and stable 2.4Ghz WiFi connection (5G is not supported), you can effortlessly enjoy uninterrupted video streaming and remote access to your camera from anywhere at any time. Outside cameras for home security means you can choose to store event recordings on an SD card (up to 128G, SD card not included) or in cloud storage,always safe and easily accessible."", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Bullet Cameras"", ""whatsInTheBox"": ""Security camera""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : REOLINK PTZ Security Camera System 4K, IP PoE 360 Camera with Dual-Lens, Auto 6X Hybrid Zoomed Tracking, 355 Pan & 90 Tilt, Outdoor Surveillance, AI Detection, TrackMix PoE : Electronics"", ""description"": null, ""features"": ""DUAL VIEW ON ONE SCREEN: See exactly what's happening around your home with dual view on one screen. The 8mm telephoto lens captures close-up details, while the 2.8mm wide-angle lens brings a panoramic view., AUTO TRACKING & 6X HYBRID ZOOM: The wide-angle PT lens tracks the target; while the telephoto lens zooms in to focus on details. The close-up view delivers 2MP or 4K views automatically. You can choose three different tracking modes to better suit your needs., SMART DETECTION & PLAYBACK: The camera can detect and closely follow the movements of people, vehicles and pets. Besides, you can replay the saved videos, filter them by detection modes and control the timeline to quickly locate what you want to see. No subscription fee is needed., INSTANT ALERTS: Once any suspicious motions are detected, spotlights and sirens will be triggered, and push/email notifications will be sent to your device. Feel safe all the time., RELIABLE CONNECTION WITH PoE: Thanks to the PoE technology, this security camera can load 4K HD images in unparalleled stability. You can install the camera quickly and nicely with only one network cable. NOTE: IEEE802.3af PoE switch/PoE Injector/Reolink PoE NVR needed, not included. Please upgrade your Reolink NVR with Hw H3MB18/N2MB02/N3MB01 to the latest firmware version for dual-lens viewing on the monitor UI."", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Dome Cameras"", ""whatsInTheBox"": ""Trackmix PoE x1, 1m Network Cable x1，Mounting Plate x1，Mounting Hole Template x1，Quick Start Guide x1，Surveillance Sticker x1，Pack of Screws x1，Waterproof Lid x1""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : REOLINK CX810 ColorX PoE Camera, 4K UHD, True Color Night Vision, F1.0 Super Aperture, 1/1.8'' Image Sensor, HDR Technology, Person/Animal Detection, Spotlight & Siren Alarm, 2-Way Talk : Electronics"", ""description"": null, ""features"": ""4K True Full-Color Night Vision: Capture 4K UHD images and videos that are bursting with clarity, color, and defined detail from day to night. The lens with F1.0 super aperture captures 4x more lights than coventional F2.0 ones. With 1/1.8” image sensor, it processes lights with higher sensitivity to form vibrant images at night. Paired with powerful ISP module, CX810 reproduces the night without any color distortion., 3000K Warm Light & HDR Tech: Make your night even brighter with neighbor-friendly warm light, causing no disturbance to others. Achieve true-to-life images where light and colour are perfectly balanced with HDR technology. Record every moment in all their natural glory and brings out fine details even of shadows., Smart Detection & Multi-Layered Alerts: Stay ahead of potential threats with AI detection, capable of detecting human, vehicle, and animal movement. Say goodbye to false alarms. By customizing siren and light alerts, you can warn off intruders with your preset voice messages and varying levels of intense light based your needs., Two-Way Talk & Remote Access: Stay connected to your home or business anytime, from anywhere, and communicate with your families, visitors, or anyone in front of the camera in real-time. Whether you're monitoring your property or checking in with loved ones, our camera offers seamless interaction and peace of mind., Easy PoE Setup: Enjoy plug and play connection with Power over Ethernet technology. Plug in one cable and you are good to go for reliable data and power transfer. Feel free to record 24/7 with various storage options, such as microSD card up to 256GB, NVR HDD, FTP server. Note: The PoE NVR/switch/injector and DC power adapter are not included."", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Bullet Cameras"", ""whatsInTheBox"": ""Color X CX810 x1\nWaterproof Lidx1\n1m Network Cablex1\nQuick Start Guidex1\nMounting Template""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : KODAK PIXPRO AZ405-BK 20MP Digital Camera 40X Optical Zoom 24mm Wide Angle Lens Optical Image Stabilization 1080P Full HD Video 3\"" LCD Vlogging Camera (Black) : Electronics"", ""description"": ""Passion and performance go hand in hand with our KODAK PIXPRO AZ405 digital camera from the Astro Zoom Collection. A 40X ultra long zoom lens with optical image stabilization delivers crisp, clear 20 megapixel close-ups, panorama or HD videos. Auto scene, object tracking, post-editing features and a host of powerful yet user-friendly settings make photography easy, fun and zero hassle. KODAK PIXPRO Digital Camera - Tell your story."", ""features"": ""40X Optical Zoom - 24mm Wide Angle Lens, 20 Megapixel CMOS Sensor, 1080P Full HD Video - Vlogging Camera, SD Card Compatibility: At least Class 10, no larger than 512GB (SD, SDHC, SDXC), 3” LCD Screen - Optical Image Stabilization (OIS) - AA Batteries"", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › Point & Shoot Digital Cameras"", ""whatsInTheBox"": ""Camera Body & Lens""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : Nikon Z 5 with Telephoto Zoom Lens | Our most compact full-frame mirrorless stills/video camera with 24-200mm all-in-one zoom lens | Nikon USA Model : Electronics"", ""description"": ""See how limitless your creativity can be with the 24-200mm Lens Kit. Pairing the sophisticated yet easy-to-use 24 megapixel Z 5 with the compact, all-in-one NIKKOR Z 24-200mm f/4-6.3 VR zoom lens, this kit gives you ultimate flexibility. Go where your inspiration takes you — capturing incredible 4-K videos, wide-angle interiors, expansive landscapes, telephoto close-ups, and wildlife. And that’s just the beginning."", ""features"": ""24.3MP Full-Frame Mirrorless Camera | Nikon’s most compact, lightweight full-frame interchangeable lens Z series camera, Telephoto Zoom Lens | Includes the versatile NIKKOR Z 24-200mm f/4–6.3 telephoto zoom lens; covers the wide-angle to telephoto focal length range, Outstanding Image Quality | Sharp, lifelike details, vibrant colors and great low-light performance, 4K/30p and 1080/60p Video Recording | Crisp, smooth videos with shallow depth of field; USB power delivery; HDMI output, Eye-Detection Autofocus | Automatically locks onto the eyes of people, dogs and cats and tracks them as they move around the frame, 5-Axis In-Body Image Stabilization | Capture steady handheld videos and sharp photos; shoot at slower shutter speeds in low light without causing camera blur, Built-in WiFi and Bluetooth | Use Nikon’s free SnapBridge app to share photos and control the camera with a compatible smartphone or tablet"", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › Mirrorless Cameras"", ""whatsInTheBox"": ""Camera Body & Lens\nEN-EL15c Rechargeable Li-ion Battery\nMH-25a Battery Charger\nUC-E24 USB Cable\nAN-DC19 Strap""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : REOLINK PTZ Security Camera System 4K, IP PoE 360 Camera with Dual-Lens, Auto 6X Hybrid Zoomed Tracking, 355 Pan & 90 Tilt, Outdoor Surveillance, AI Detection, TrackMix PoE : Electronics"", ""description"": null, ""features"": ""DUAL VIEW ON ONE SCREEN: See exactly what's happening around your home with dual view on one screen. The 8mm telephoto lens captures close-up details, while the 2.8mm wide-angle lens brings a panoramic view., AUTO TRACKING & 6X HYBRID ZOOM: The wide-angle PT lens tracks the target; while the telephoto lens zooms in to focus on details. The close-up view delivers 2MP or 4K views automatically. You can choose three different tracking modes to better suit your needs., SMART DETECTION & PLAYBACK: The camera can detect and closely follow the movements of people, vehicles and pets. Besides, you can replay the saved videos, filter them by detection modes and control the timeline to quickly locate what you want to see. No subscription fee is needed., INSTANT ALERTS: Once any suspicious motions are detected, spotlights and sirens will be triggered, and push/email notifications will be sent to your device. Feel safe all the time., RELIABLE CONNECTION WITH PoE: Thanks to the PoE technology, this security camera can load 4K HD images in unparalleled stability. You can install the camera quickly and nicely with only one network cable. NOTE: IEEE802.3af PoE switch/PoE Injector/Reolink PoE NVR needed, not included. Please upgrade your Reolink NVR with Hw H3MB18/N2MB02/N3MB01 to the latest firmware version for dual-lens viewing on the monitor UI."", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Dome Cameras"", ""whatsInTheBox"": ""Trackmix PoE x1, 1m Network Cable x1，Mounting Plate x1，Mounting Hole Template x1，Quick Start Guide x1，Surveillance Sticker x1，Pack of Screws x1，Waterproof Lid x1""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : IHOXTX Security Cameras Wireless Outdoor: Cameras for Home Security WiFi Camera with Solar Panel Battery Powered Surveillance System Kit Motion Sensor Alarm Floodlight Night Vision IP66 Waterproof : Electronics"", ""description"": null, ""features"": ""【2K Resolution & Stay Away from Mosaic】Out surveillance & security cameras equipped with latest 2K resolution technology further enhances the camera's visual effect. Compared to a full screen mosaic, you are more likely to see clear videos from this camera, giving you a different user experience. Nice camera for home security., 【IP66 Waterproof & Wide Applicability】- The wireless cameras for home security outdoor have waterproof and dustproof housing to ensure they keep working through any weather. One APP can add multiple cameras to control. You can equip this solar camera outdoor wireless together anywhere in your home. Such as indoor/outdoor, yard, garage, shop, and other places., 【Camera that Emits an Alarm Sound】You can set the wireless camera outdoor to emit a harsh alarm sound to drive away intruders or unwanted small animals. The outdoor camera wireless can automatically emit a sound when triggering a motion alarm. You can also say what you want by manually pressing the microphone icon in the app. While letting the camera automatically sound an alarm, please be aware if it will affect your neighbors. Your home security system., 【More Intelligent Human Detection】This security camera outdoor PIR function can effectively provide you with important alarm information. Cameras can distinguish people, animals, or cars based on the image of moving objects. If you only need to detect people, you can turn on this function. If you need to view small animals or vehicles, you cannot turn on this function. Undoubtedly, it belongs to the category of excellent wireless cameras for home security., 【Easy Setup & SD/Cloud Storage】This cameras for home security outdoor with reliable and stable 2.4Ghz WiFi connection (5G is not supported), you can effortlessly enjoy uninterrupted video streaming and remote access to your camera from anywhere at any time. Outside cameras for home security means you can choose to store event recordings on an SD card (up to 128G, SD card not included) or in cloud storage,always safe and easily accessible."", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Bullet Cameras"", ""whatsInTheBox"": null}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : REOLINK PTZ Security Camera System 4K, IP PoE 360 Camera with Dual-Lens, Auto 6X Hybrid Zoomed Tracking, 355 Pan & 90 Tilt, Outdoor Surveillance, AI Detection, TrackMix PoE : Electronics"", ""description"": null, ""features"": ""DUAL VIEW ON ONE SCREEN: See exactly what's happening around your home with dual view on one screen. The 8mm telephoto lens captures close-up details, while the 2.8mm wide-angle lens brings a panoramic view., AUTO TRACKING & 6X HYBRID ZOOM: The wide-angle PT lens tracks the target; while the telephoto lens zooms in to focus on details. The close-up view delivers 2MP or 4K views automatically. You can choose three different tracking modes to better suit your needs., SMART DETECTION & PLAYBACK: The camera can detect and closely follow the movements of people, vehicles and pets. Besides, you can replay the saved videos, filter them by detection modes and control the timeline to quickly locate what you want to see. No subscription fee is needed., INSTANT ALERTS: Once any suspicious motions are detected, spotlights and sirens will be triggered, and push/email notifications will be sent to your device. Feel safe all the time., RELIABLE CONNECTION WITH PoE: Thanks to the PoE technology, this security camera can load 4K HD images in unparalleled stability. You can install the camera quickly and nicely with only one network cable. NOTE: IEEE802.3af PoE switch/PoE Injector/Reolink PoE NVR needed, not included. Please upgrade your Reolink NVR with Hw H3MB18/N2MB02/N3MB01 to the latest firmware version for dual-lens viewing on the monitor UI."", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Dome Cameras"", ""whatsInTheBox"": ""Trackmix PoE x1, 1m Network Cable x1，Mounting Plate x1，Mounting Hole Template x1，Quick Start Guide x1，Surveillance Sticker x1，Pack of Screws x1，Waterproof Lid x1""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : TP-Link Tapo Pan/Tilt Security Camera for Baby Monitor, Pet Camera w/Motion Detection, 1080P, 2-Way Audio, Night Vision, Cloud & SD Card Storage, Works with Alexa & Google Home (Tapo C200) : Electronics"", ""description"": ""Make your home security smarter with Tapo C200 smart indoor security camera Wi-Fi. This Pan/Tilt IP camera sees everything across an entire room or walkway with the 360° horizontal and 114° vertical range pan/tilt field of view. Get instant push notifications when motion, person, or baby crying is detected from this baby camera monitor, all with no additional fee. Check what’s inside your home, even at night with night vision up to 30ft. with integrated IR sensor. Use 2-way audio with built-in siren to see as a pet camera with phone app and ward off intruders. Fully compatible with Amazon Alexa and Google Assistant, use your simple voice command to view Tapo indoor security camera live stream on Echo Show or Google Chorme Cast with a screen. Save footage continuously on up to a 512 GB microSD card (not included) or subscribe to Tapo Care for cloud storage which saves 30-day video history and provides additional benefits such as motion tracking, baby crying detection, and more. [Before purchasing a microSD card, please check the TP-Link website FAQ to ensure compatibility with your device.]"", ""features"": ""Pan/Tilt - The 360° horizontal range and 114° vertical range allow you to keep an eye on a wider field of view., High-Definition Video - The C200 captures every detail in crystal-clear 1080p. See what’s happening 24/7 and make sure your kids and house are safe., Advanced Night Vision - Sleep with peace of mind knowing that Tapo is keeping watch over your home and your little ones even at night. Advanced infrared night vision lets Tapo see in low light conditions up to 30 ft. away., Motion Detection and Notifications - Protect your family and home by stationing a camera near the entrance of your home, garage, or basement. Get notifications on your phone when your camera detects motion and trigger light and sound alarms to scare away unwanted visistors., Local Storage - Your recordings are stored locally on a Micro SD card to cut down on expenses like monthly fees for cloud storage. C200 supports up to 128 GB Micro SD cards (384 hours/16 days of footage). (Micro SD card not included), Two-Way Audio - Check in on your home and pets while you are away. With live two-way audio, you can scare off intruders, talk to your furry friends, and ensure your kids are staying out of trouble., Sound and Light Alarm System - Trigger sound and light to frighten away unwanted visitors., Share Every Memorable Moment - Memorable moments are worth sharing, especially with loved ones far away. Send interesting or amusing recorded footage with just a few taps."", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Dome Cameras"", ""whatsInTheBox"": ""1 Tapo C200 Camera\n1 DC Power Adapter\n1 Quick Start Guide\n1 Camera Base\nMounting Screws/ Template""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : WiFi Camera 2K, Galayou Indoor Home Security Cameras for Baby/Elder/Dog/Pet Camera with Phone app,24/7 SD Card Storage,Works with Alexa & Google Home G7 : Electronics"", ""description"": null, ""features"": ""Ultra 2K Resolution & Advanced Night Vision: Galayou wifi camera with 2K HD resolution provides you a clear and vivid image quality and captures more details on your home anywhere during day and night by using 6X digital Zoom. This indoor security camera has an enhanced night vision with effective distance up to 33 ft . This indoor camera for home security only supports 2.4GHz WiFi ( 5GHz is not supported ), Smart Siren & 24/7 Real-Time Motion Alert : The baby camera supports motion detection and push alert to monitor your baby/pet/elder. When your baby is climbing out of the cribs or your pet is scratching the sofa, Galayou baby camera monitor will send alert message on your phone to let you know, Remote Monitoring & Two-Way Audio: Built-in microphone and speaker allows you to keep in touch with your baby, pet,family by remotely controlling the Wansview Cloud APP when you are out or busy. This WiFi camera for home surveillance also can scare away the unexpected intruder to keep your property safe with audio feature, Secure Local Storage & Cloud Storage : 24/7 continuous recording feature is open to all Galayou customers without extra fees. Glayou indoor camera supports up to 128GB mciro SD card （not included) to store the vidoe clips on local storage. The Cloud storage also is a good option for the user who don't want to take the risk of losing card and card damaged. All recorded videos will be fully protected and encrypted with AWS Cloud, Works with Alexa& Google Home: The security camera is compatible with Alexa and Google home. Just use the voice command to control these devices to show you the live-feed of camera. The smart integration between the Galayou camera and your device make your home system more intelligent and reliable"", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Dome Cameras"", ""whatsInTheBox"": ""Camera body\nType-C cable\nPower adapter\nMounting accessories\nQuick installation guide""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : REOLINK PTZ Security Camera System 4K, IP PoE 360 Camera with Dual-Lens, Auto 6X Hybrid Zoomed Tracking, 355 Pan & 90 Tilt, Outdoor Surveillance, AI Detection, TrackMix PoE : Electronics"", ""description"": null, ""features"": ""DUAL VIEW ON ONE SCREEN: See exactly what's happening around your home with dual view on one screen. The 8mm telephoto lens captures close-up details, while the 2.8mm wide-angle lens brings a panoramic view., AUTO TRACKING & 6X HYBRID ZOOM: The wide-angle PT lens tracks the target; while the telephoto lens zooms in to focus on details. The close-up view delivers 2MP or 4K views automatically. You can choose three different tracking modes to better suit your needs., SMART DETECTION & PLAYBACK: The camera can detect and closely follow the movements of people, vehicles and pets. Besides, you can replay the saved videos, filter them by detection modes and control the timeline to quickly locate what you want to see. No subscription fee is needed., INSTANT ALERTS: Once any suspicious motions are detected, spotlights and sirens will be triggered, and push/email notifications will be sent to your device. Feel safe all the time., RELIABLE CONNECTION WITH PoE: Thanks to the PoE technology, this security camera can load 4K HD images in unparalleled stability. You can install the camera quickly and nicely with only one network cable. NOTE: IEEE802.3af PoE switch/PoE Injector/Reolink PoE NVR needed, not included. Please upgrade your Reolink NVR with Hw H3MB18/N2MB02/N3MB01 to the latest firmware version for dual-lens viewing on the monitor UI."", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Dome Cameras"", ""whatsInTheBox"": ""Trackmix PoE x1, 1m Network Cable x1，Mounting Plate x1，Mounting Hole Template x1，Quick Start Guide x1，Surveillance Sticker x1，Pack of Screws x1，Waterproof Lid x1""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : Canon EOS R8 Mirrorless Camera RF24-50mm F4.5-6.3 is STM Lens Kit, Full-Frame Hybrid Camera, 24.2 Megapixel CMOS Image Sensor, 4K Video, Content Creator Vlogging Camera, Black : Electronics"", ""description"": ""The EOS R8 combines high-performance full-frame capabilities with a lightweight and compact design. With a 24.2 megapixel full-frame CMOS sensor, full use of EOS R-series interchangeable lenses, and highly advanced functionality and performance, the EOS R8 can deliver high-quality stills and movies. The new RF24–50mm F4.5-6.3 IS STM standard zoom lens is a super-compact, wide-to-standard focal length zoom lens perfect for anyone looking for strong wide-angle still imagery and video combined with easy handling and portability."", ""features"": ""Step up to full-frame with Canon’s lightest full-frame RF Mount mirrorless camera featuring a 24.2 million pixel CMOS image sensor and DIGIC X Image Processor., An affordable and compact camera with built-in 0.39” 2.36 million dots OLED EVF up to 120 fps refresh rate and 3.0” 1.62 million dots vari-angle LCD touchscreen., Dual Pixel CMOS AF II covering up to 100% x 100% area with 1,053 AF zones with automatic subject detection of people, animals, and vehicles using deep learning technology, now including aircraft (jet planes and helicopters), trains, and horses., Uncropped 4K movie at up to 60 fps that is oversampled from 6K, Full HD High-frame rate movie recording at up to 180 fps2, and Canon Log 3 or HDR PQ. Max movie record time of 2 hours3 and UVC / UAC for webcam and streaming4, Achieves high image quality such as improved resolution at low ISO speeds and low noise at high ISO speeds, wide dynamic range of still pictures, and significant improvement in rolling shutter compared to previous Canon cameras when shooting fast-moving subjects and quick panning."", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › Mirrorless Cameras"", ""whatsInTheBox"": ""Camera Body & Lens""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : LaView 4MP Bulb Security Camera 5G& 2.4GHz, 360°2K Security Cameras Wireless Outdoor Indoor Full Color Day and Night, Motion Detection, Audible Alarm, Easy Installation, Compatible with Alexa (2 Pack) : Electronics"", ""description"": null, ""features"": ""Wireless & Easy Install: This WiFi wirelss camera enjoys smooth operation with 5GHz & 2.4G dual-band WiFi options; install easily with a standard E27 bulb base; the light bulb security camera is certified by ETL; no complex setup required, 4MP HD & Color Night Vision: This light bulb camera capture ultra-clear 4MP HD(2560x1440P) images with 12x digital zoom; enjoy color night vision in low light or darkness up to 30 feet; experience superior clarity day and night, Motion Detection & Motion-Tracking Alerts: Accurately detect and track objects up to 355° and 17 feet; can adjust sensitivity levels(Low/Medium/High); tihis camera auto-records and follows motion; receive alerts when needed, Two-Way Talk & Alarm Siren: This Wi-Fi security camera enables you communicate with family or visitors via mobile; set a loud alarm for motion detection; use the built-in microphone and speaker to deter intruders or greet guests, Multi-User Sharing & Alexa Compatible: This camaras de seguridad can support up to 20 simultaneous viewers; share security access with family and friends; compatible with Alexa and Google Assistant; easy installation and control"", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Dome Cameras"", ""whatsInTheBox"": ""camera body""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Blink Mini 2 — Plug-in smart security camera, HD night view in color, built-in spotlight, two-way audio, motion detection, Works with Alexa"", ""description"": null, ""features"": ""Mini 2 is our second generation plug-in smart security camera that helps you stay connected to what’s happening in your home, right from your smartphone., See and speak from the Blink app — Experience 1080p HD live view, night view in color with a built-in spotlight, a wider field of view, and crisp two-way audio. Stream live video continuously for up to 90 minutes with a Blink Subscription Plan (sold separately)., Outdoor use — Plug in Mini 2 outside your home with the Blink Weather Resistant Power Adapter (sold separately or as part of a bundle) and mount with the included kit., Motion detection — Get real-time motion alerts on your smartphone so you can react and engage from anywhere., Smart notifications — Get intelligent alerts including person detection with embedded computer vision (CV) as part of an optional Blink Subscription Plan (sold separately)., Easy set up — Install your camera in just minutes to help provide full home coverage., Doorbell chime — Use Mini 2 as a plug-in chime for Blink Video Doorbell (sold separately). Hear a real-time alert from Mini 2 when someone presses your Blink Video Doorbell."", ""breadcrumbs"": """", ""whatsInTheBox"": null}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : AKASO Brave 4 4K30fps 20MP WiFi Action Camera Ultra Hd with EIS 131ft Waterproof Camera Remote Control 5xZoom Underwater Camcorder with 2 Batteries and Bicycle Helmet Accessories Kit : Electronics"", ""description"": null, ""features"": ""4K30fps Video & 20MP Photo: Capture every detail of life’s most beautiful moments with video resolutions from 4K 30fps to 1080P 60fps and 20MP photos so you can relive them anytime, anywhere. Start recording the wonders of your life., 170° Adjustable View Angle and Image Stabilization: With four customizable viewing angles of 170°, 140°, 110°, and 70°, capture the perfect perspective for any situation. Built-in smart gyroscope technology ensures shock-resistant and stable shooting, leading to incredibly smooth, professional-looking footage that stands out from the competition., Sport Camera with Wifi and HDMI: This action camera comes equipped with both Wi-Fi and HDMI capabilities, allowing you to quickly and effortlessly share and edit videos with the free app. Simply download the app on your phone or tablet and connect with the camera. With a Wi-Fi signal range of up to 10 meters and an HDMI port for TV connectivity, you can easily share your exciting experiences with friends and family in high quality and on a bigger screen., 131FT Waterproof Camera and Dual Screen: Place your action camera into the waterproof case and securely fasten it, then you can dive below 40 meters. This underwater camera is ideal for water sports such as swimming, surfing, diving, etc. Equipped with a 2“ rear screen and 0.96” front screen, you can effortlessly shoot in various scenarios, ensuring you get the perfect shot every time., Free Valuable Accessories: This underwater camera comes with mini selfie stick and a USB Dual Charger and 2 rechargeable 1050mAh batteries, each battery can record up to 90 minutes. We have optimized some accessories for the new version of Brave 4 to make it more suitable for bicycle/motorcycle activities. And the medium-sized bag makes it convenient to carry cameras and accessories."", ""breadcrumbs"": ""Electronics › Camera & Photo › Underwater Photography › Camcorders"", ""whatsInTheBox"": ""action camera""}",
